"Time (CET)","Day-ahead Total Load Forecast [MW] - CTA|BE","Actual Total Load [MW] - CTA|BE"
"25.07.2019 22:30 - 25.07.2019 22:45","9155","9678"
"25.07.2019 22:45 - 25.07.2019 23:00","9050","9076"
"25.07.2019 23:00 - 25.07.2019 23:15","9031","9087"
"25.07.2019 23:15 - 25.07.2019 23:30","8890","9139"
"25.07.2019 23:30 - 25.07.2019 23:45","8732","9230"
"25.07.2019 23:45 - 26.07.2019 00:00","8577","9130"
"26.07.2019 00:00 - 26.07.2019 00:15","8551","9121"
"26.07.2019 00:15 - 26.07.2019 00:30","8424","8583"
"26.07.2019 00:30 - 26.07.2019 00:45","8323","8339"
"26.07.2019 00:45 - 26.07.2019 01:00","8227","8425"
"26.07.2019 01:00 - 26.07.2019 01:15","8191","8529"
"26.07.2019 01:15 - 26.07.2019 01:30","8090","8314"
"26.07.2019 01:30 - 26.07.2019 01:45","8017","8084"
"26.07.2019 01:45 - 26.07.2019 02:00","7941","8022"
"26.07.2019 02:00 - 26.07.2019 02:15","7796","7949"
"26.07.2019 02:15 - 26.07.2019 02:30","7758","7971"
"26.07.2019 02:30 - 26.07.2019 02:45","7733","8088"
"26.07.2019 02:45 - 26.07.2019 03:00","7701","8138"
"26.07.2019 03:00 - 26.07.2019 03:15","7690","7990"
"26.07.2019 03:15 - 26.07.2019 03:30","7664","7944"
"26.07.2019 03:30 - 26.07.2019 03:45","7670","7864"
"26.07.2019 03:45 - 26.07.2019 04:00","7662","7799"
"26.07.2019 04:00 - 26.07.2019 04:15","7640","7776"
"26.07.2019 04:15 - 26.07.2019 04:30","7660","7882"
"26.07.2019 04:30 - 26.07.2019 04:45","7691","7830"
"26.07.2019 04:45 - 26.07.2019 05:00","7738","7915"
"26.07.2019 05:00 - 26.07.2019 05:15","7691","7823"
"26.07.2019 05:15 - 26.07.2019 05:30","7732","7673"
"26.07.2019 05:30 - 26.07.2019 05:45","7720","7823"
"26.07.2019 05:45 - 26.07.2019 06:00","7748","7913"
"26.07.2019 06:00 - 26.07.2019 06:15","7934","8057"
"26.07.2019 06:15 - 26.07.2019 06:30","8130","8447"
"26.07.2019 06:30 - 26.07.2019 06:45","8308","8671"
"26.07.2019 06:45 - 26.07.2019 07:00","8511","8610"
"26.07.2019 07:00 - 26.07.2019 07:15","8606","8702"
"26.07.2019 07:15 - 26.07.2019 07:30","8780","9004"
"26.07.2019 07:30 - 26.07.2019 07:45","8963","9430"
"26.07.2019 07:45 - 26.07.2019 08:00","9068","9579"
"26.07.2019 08:00 - 26.07.2019 08:15","9181","9432"
"26.07.2019 08:15 - 26.07.2019 08:30","9267","9484"
"26.07.2019 08:30 - 26.07.2019 08:45","9291","9592"
"26.07.2019 08:45 - 26.07.2019 09:00","9288","9812"
"26.07.2019 09:00 - 26.07.2019 09:15","9431","10009"
"26.07.2019 09:15 - 26.07.2019 09:30","9492","10121"
"26.07.2019 09:30 - 26.07.2019 09:45","9575","10089"
"26.07.2019 09:45 - 26.07.2019 10:00","9589","10199"
"26.07.2019 10:00 - 26.07.2019 10:15","9617","10261"
"26.07.2019 10:15 - 26.07.2019 10:30","9630","10172"
"26.07.2019 10:30 - 26.07.2019 10:45","9665","10285"
"26.07.2019 10:45 - 26.07.2019 11:00","9665","10305"
"26.07.2019 11:00 - 26.07.2019 11:15","9667","10355"
"26.07.2019 11:15 - 26.07.2019 11:30","9694","10237"
"26.07.2019 11:30 - 26.07.2019 11:45","9722","10335"
"26.07.2019 11:45 - 26.07.2019 12:00","9723","10419"
"26.07.2019 12:00 - 26.07.2019 12:15","9635","10392"
"26.07.2019 12:15 - 26.07.2019 12:30","9551","10292"
"26.07.2019 12:30 - 26.07.2019 12:45","9572","10231"
"26.07.2019 12:45 - 26.07.2019 13:00","9589","10143"
"26.07.2019 13:00 - 26.07.2019 13:15","9590","10093"
"26.07.2019 13:15 - 26.07.2019 13:30","9565","10075"
"26.07.2019 13:30 - 26.07.2019 13:45","9536","10130"
"26.07.2019 13:45 - 26.07.2019 14:00","9498","10193"
"26.07.2019 14:00 - 26.07.2019 14:15","9443","10085"
"26.07.2019 14:15 - 26.07.2019 14:30","9417","10036"
"26.07.2019 14:30 - 26.07.2019 14:45","9435","9969"
"26.07.2019 14:45 - 26.07.2019 15:00","9391","9987"
"26.07.2019 15:00 - 26.07.2019 15:15","9428","9986"
"26.07.2019 15:15 - 26.07.2019 15:30","9374","9924"
"26.07.2019 15:30 - 26.07.2019 15:45","9386","9946"
"26.07.2019 15:45 - 26.07.2019 16:00","9369","9956"
"26.07.2019 16:00 - 26.07.2019 16:15","9378","9966"
"26.07.2019 16:15 - 26.07.2019 16:30","9365","9886"
"26.07.2019 16:30 - 26.07.2019 16:45","9426","9841"
"26.07.2019 16:45 - 26.07.2019 17:00","9452","9842"
"26.07.2019 17:00 - 26.07.2019 17:15","9429","9876"
"26.07.2019 17:15 - 26.07.2019 17:30","9437","9838"
"26.07.2019 17:30 - 26.07.2019 17:45","9479","9838"
"26.07.2019 17:45 - 26.07.2019 18:00","9532","9894"
"26.07.2019 18:00 - 26.07.2019 18:15","9449","9868"
"26.07.2019 18:15 - 26.07.2019 18:30","9421","9797"
"26.07.2019 18:30 - 26.07.2019 18:45","9417","9696"
"26.07.2019 18:45 - 26.07.2019 19:00","9414","9668"
"26.07.2019 19:00 - 26.07.2019 19:15","9380","9579"
"26.07.2019 19:15 - 26.07.2019 19:30","9263","9397"
"26.07.2019 19:30 - 26.07.2019 19:45","9192","9355"
"26.07.2019 19:45 - 26.07.2019 20:00","9189","9172"
"26.07.2019 20:00 - 26.07.2019 20:15","9156","9173"
"26.07.2019 20:15 - 26.07.2019 20:30","9076","9145"
"26.07.2019 20:30 - 26.07.2019 20:45","9022","9096"
"26.07.2019 20:45 - 26.07.2019 21:00","8927","9118"
"26.07.2019 21:00 - 26.07.2019 21:15","8883","8877"
"26.07.2019 21:15 - 26.07.2019 21:30","8829","8766"
"26.07.2019 21:30 - 26.07.2019 21:45","8781","8844"
"26.07.2019 21:45 - 26.07.2019 22:00","8740","8948"
"26.07.2019 22:00 - 26.07.2019 22:15","8931","9116"
"26.07.2019 22:15 - 26.07.2019 22:30","9038","9177"
"26.07.2019 22:30 - 26.07.2019 22:45","9034","9175"
"26.07.2019 22:45 - 26.07.2019 23:00","8941","8978"
"26.07.2019 23:00 - 26.07.2019 23:15","8918","8874"
"26.07.2019 23:15 - 26.07.2019 23:30","8779","8826"
"26.07.2019 23:30 - 26.07.2019 23:45","8619","8658"
"26.07.2019 23:45 - 27.07.2019 00:00","8469","8823"
"27.07.2019 00:00 - 27.07.2019 00:15","8177","8710"
"27.07.2019 00:15 - 27.07.2019 00:30","8078","8519"
"27.07.2019 00:30 - 27.07.2019 00:45","7966","8376"
"27.07.2019 00:45 - 27.07.2019 01:00","7895","8300"
"27.07.2019 01:00 - 27.07.2019 01:15","7850","8319"
"27.07.2019 01:15 - 27.07.2019 01:30","7735","8203"
"27.07.2019 01:30 - 27.07.2019 01:45","7673","8104"
"27.07.2019 01:45 - 27.07.2019 02:00","7605","7988"
"27.07.2019 02:00 - 27.07.2019 02:15","7526","7819"
"27.07.2019 02:15 - 27.07.2019 02:30","7525","7720"
"27.07.2019 02:30 - 27.07.2019 02:45","7472","7797"
"27.07.2019 02:45 - 27.07.2019 03:00","7398","7747"
"27.07.2019 03:00 - 27.07.2019 03:15","7386","7671"
"27.07.2019 03:15 - 27.07.2019 03:30","7358","7618"
"27.07.2019 03:30 - 27.07.2019 03:45","7343","7551"
"27.07.2019 03:45 - 27.07.2019 04:00","7342","7521"
"27.07.2019 04:00 - 27.07.2019 04:15","7302","7465"
"27.07.2019 04:15 - 27.07.2019 04:30","7334","7464"
"27.07.2019 04:30 - 27.07.2019 04:45","7282","7381"
"27.07.2019 04:45 - 27.07.2019 05:00","7235","7432"
"27.07.2019 05:00 - 27.07.2019 05:15","7291","7481"
"27.07.2019 05:15 - 27.07.2019 05:30","7271","7387"
"27.07.2019 05:30 - 27.07.2019 05:45","7165","7308"
"27.07.2019 05:45 - 27.07.2019 06:00","7112","7319"
"27.07.2019 06:00 - 27.07.2019 06:15","7099","7313"
"27.07.2019 06:15 - 27.07.2019 06:30","7315","7630"
"27.07.2019 06:30 - 27.07.2019 06:45","7378","7719"
"27.07.2019 06:45 - 27.07.2019 07:00","7365","7609"
"27.07.2019 07:00 - 27.07.2019 07:15","7511","7614"
"27.07.2019 07:15 - 27.07.2019 07:30","7643","7724"
"27.07.2019 07:30 - 27.07.2019 07:45","7629","7806"
"27.07.2019 07:45 - 27.07.2019 08:00","7915","7841"
"27.07.2019 08:00 - 27.07.2019 08:15","7895","7909"
"27.07.2019 08:15 - 27.07.2019 08:30","8064","7922"
"27.07.2019 08:30 - 27.07.2019 08:45","8059","8059"
"27.07.2019 08:45 - 27.07.2019 09:00","8266","8157"
"27.07.2019 09:00 - 27.07.2019 09:15","8363","8292"
"27.07.2019 09:15 - 27.07.2019 09:30","8398","8619"
"27.07.2019 09:30 - 27.07.2019 09:45","8467","8604"
"27.07.2019 09:45 - 27.07.2019 10:00","8525","8679"
"27.07.2019 10:00 - 27.07.2019 10:15","8659","8737"
"27.07.2019 10:15 - 27.07.2019 10:30","8677","8899"
"27.07.2019 10:30 - 27.07.2019 10:45","8698","8980"
"27.07.2019 10:45 - 27.07.2019 11:00","8752","8915"
"27.07.2019 11:00 - 27.07.2019 11:15","8994","9048"
"27.07.2019 11:15 - 27.07.2019 11:30","9023","9261"
"27.07.2019 11:30 - 27.07.2019 11:45","9064","9489"
"27.07.2019 11:45 - 27.07.2019 12:00","8971","9458"
"27.07.2019 12:00 - 27.07.2019 12:15","9259","9496"
"27.07.2019 12:15 - 27.07.2019 12:30","9289","9522"
"27.07.2019 12:30 - 27.07.2019 12:45","9191","9487"
"27.07.2019 12:45 - 27.07.2019 13:00","9153","9436"
"27.07.2019 13:00 - 27.07.2019 13:15","9110","9389"
"27.07.2019 13:15 - 27.07.2019 13:30","9136","9335"
"27.07.2019 13:30 - 27.07.2019 13:45","9096","9228"
"27.07.2019 13:45 - 27.07.2019 14:00","9147","9167"
"27.07.2019 14:00 - 27.07.2019 14:15","8919","9106"
"27.07.2019 14:15 - 27.07.2019 14:30","8886","9094"
"27.07.2019 14:30 - 27.07.2019 14:45","8888","9037"
"27.07.2019 14:45 - 27.07.2019 15:00","8820","8953"
"27.07.2019 15:00 - 27.07.2019 15:15","8793","8892"
"27.07.2019 15:15 - 27.07.2019 15:30","8856","8941"
"27.07.2019 15:30 - 27.07.2019 15:45","8785","8876"
"27.07.2019 15:45 - 27.07.2019 16:00","8773","8809"
"27.07.2019 16:00 - 27.07.2019 16:15","8880","8684"
"27.07.2019 16:15 - 27.07.2019 16:30","8856","8790"
"27.07.2019 16:30 - 27.07.2019 16:45","8810","8874"
"27.07.2019 16:45 - 27.07.2019 17:00","8788","8866"
"27.07.2019 17:00 - 27.07.2019 17:15","8838","8839"
"27.07.2019 17:15 - 27.07.2019 17:30","8893","8894"
"27.07.2019 17:30 - 27.07.2019 17:45","8938","8941"
"27.07.2019 17:45 - 27.07.2019 18:00","8965","9053"
"27.07.2019 18:00 - 27.07.2019 18:15","8933","9105"
"27.07.2019 18:15 - 27.07.2019 18:30","8911","9042"
"27.07.2019 18:30 - 27.07.2019 18:45","8793","8916"
"27.07.2019 18:45 - 27.07.2019 19:00","8825","8865"
"27.07.2019 19:00 - 27.07.2019 19:15","8789","8795"
"27.07.2019 19:15 - 27.07.2019 19:30","8734","8765"
"27.07.2019 19:30 - 27.07.2019 19:45","8714","8741"
"27.07.2019 19:45 - 27.07.2019 20:00","8679","8717"
"27.07.2019 20:00 - 27.07.2019 20:15","8536","8553"
"27.07.2019 20:15 - 27.07.2019 20:30","8476","8525"
"27.07.2019 20:30 - 27.07.2019 20:45","8444","8558"
"27.07.2019 20:45 - 27.07.2019 21:00","8494","8437"
"27.07.2019 21:00 - 27.07.2019 21:15","8358","8237"
"27.07.2019 21:15 - 27.07.2019 21:30","8290","8211"
"27.07.2019 21:30 - 27.07.2019 21:45","8323","8309"
"27.07.2019 21:45 - 27.07.2019 22:00","8394","8408"
"27.07.2019 22:00 - 27.07.2019 22:15","8505","8316"
"27.07.2019 22:15 - 27.07.2019 22:30","8479","8326"
"27.07.2019 22:30 - 27.07.2019 22:45","8533","8318"
"27.07.2019 22:45 - 27.07.2019 23:00","8492","8277"
"27.07.2019 23:00 - 27.07.2019 23:15","8466","8189"
"27.07.2019 23:15 - 27.07.2019 23:30","8342","8053"
"27.07.2019 23:30 - 27.07.2019 23:45","8277","7880"
"27.07.2019 23:45 - 28.07.2019 00:00","8123","7831"
"28.07.2019 00:00 - 28.07.2019 00:15","7980","7654"
"28.07.2019 00:15 - 28.07.2019 00:30","7887","7711"
"28.07.2019 00:30 - 28.07.2019 00:45","7788","7643"
"28.07.2019 00:45 - 28.07.2019 01:00","7728","7533"
"28.07.2019 01:00 - 28.07.2019 01:15","7561","7545"
"28.07.2019 01:15 - 28.07.2019 01:30","7559","7443"
"28.07.2019 01:30 - 28.07.2019 01:45","7479","7380"
"28.07.2019 01:45 - 28.07.2019 02:00","7389","7297"
"28.07.2019 02:00 - 28.07.2019 02:15","7229","7239"
"28.07.2019 02:15 - 28.07.2019 02:30","7187","7248"
"28.07.2019 02:30 - 28.07.2019 02:45","7097","7221"
"28.07.2019 02:45 - 28.07.2019 03:00","7071","7152"
"28.07.2019 03:00 - 28.07.2019 03:15","7187","7132"
"28.07.2019 03:15 - 28.07.2019 03:30","7092","7077"
"28.07.2019 03:30 - 28.07.2019 03:45","6994","7024"
"28.07.2019 03:45 - 28.07.2019 04:00","7022","7069"
"28.07.2019 04:00 - 28.07.2019 04:15","7084","7061"
"28.07.2019 04:15 - 28.07.2019 04:30","7063","7044"
"28.07.2019 04:30 - 28.07.2019 04:45","7046","7020"
"28.07.2019 04:45 - 28.07.2019 05:00","7039","7005"
"28.07.2019 05:00 - 28.07.2019 05:15","7056","7067"
"28.07.2019 05:15 - 28.07.2019 05:30","7006","7043"
"28.07.2019 05:30 - 28.07.2019 05:45","6933","7003"
"28.07.2019 05:45 - 28.07.2019 06:00","6919","6964"
"28.07.2019 06:00 - 28.07.2019 06:15","6907","6928"
"28.07.2019 06:15 - 28.07.2019 06:30","6988","6950"
"28.07.2019 06:30 - 28.07.2019 06:45","7015","6999"
"28.07.2019 06:45 - 28.07.2019 07:00","7032","6918"
"28.07.2019 07:00 - 28.07.2019 07:15","7085","6943"
"28.07.2019 07:15 - 28.07.2019 07:30","7163","7182"
"28.07.2019 07:30 - 28.07.2019 07:45","7246","7322"
"28.07.2019 07:45 - 28.07.2019 08:00","7282","7454"
"28.07.2019 08:00 - 28.07.2019 08:15","7468","7511"
"28.07.2019 08:15 - 28.07.2019 08:30","7584","7476"
"28.07.2019 08:30 - 28.07.2019 08:45","7615","7667"
"28.07.2019 08:45 - 28.07.2019 09:00","7643","7793"
"28.07.2019 09:00 - 28.07.2019 09:15","8079","7866"
"28.07.2019 09:15 - 28.07.2019 09:30","8100","8049"
"28.07.2019 09:30 - 28.07.2019 09:45","8162","8136"
"28.07.2019 09:45 - 28.07.2019 10:00","8175","8102"
"28.07.2019 10:00 - 28.07.2019 10:15","8268","8170"
"28.07.2019 10:15 - 28.07.2019 10:30","8352","8236"
"28.07.2019 10:30 - 28.07.2019 10:45","8366","8315"
"28.07.2019 10:45 - 28.07.2019 11:00","8391","8308"
"28.07.2019 11:00 - 28.07.2019 11:15","8165","8313"
"28.07.2019 11:15 - 28.07.2019 11:30","8178","8443"
"28.07.2019 11:30 - 28.07.2019 11:45","8280","8548"
"28.07.2019 11:45 - 28.07.2019 12:00","8315","8663"
"28.07.2019 12:00 - 28.07.2019 12:15","8238","8610"
"28.07.2019 12:15 - 28.07.2019 12:30","8214","8591"
"28.07.2019 12:30 - 28.07.2019 12:45","8203","8572"
"28.07.2019 12:45 - 28.07.2019 13:00","8119","8546"
"28.07.2019 13:00 - 28.07.2019 13:15","8264","8449"
"28.07.2019 13:15 - 28.07.2019 13:30","8145","8346"
"28.07.2019 13:30 - 28.07.2019 13:45","8098","8282"
"28.07.2019 13:45 - 28.07.2019 14:00","8069","8189"
"28.07.2019 14:00 - 28.07.2019 14:15","8205","8135"
"28.07.2019 14:15 - 28.07.2019 14:30","8201","8102"
"28.07.2019 14:30 - 28.07.2019 14:45","8214","8117"
"28.07.2019 14:45 - 28.07.2019 15:00","8150","8025"
"28.07.2019 15:00 - 28.07.2019 15:15","8155","8004"
"28.07.2019 15:15 - 28.07.2019 15:30","8176","7958"
"28.07.2019 15:30 - 28.07.2019 15:45","8108","7986"
"28.07.2019 15:45 - 28.07.2019 16:00","8077","7914"
"28.07.2019 16:00 - 28.07.2019 16:15","7946","7914"
"28.07.2019 16:15 - 28.07.2019 16:30","7934","7867"
"28.07.2019 16:30 - 28.07.2019 16:45","7970","7916"
"28.07.2019 16:45 - 28.07.2019 17:00","7949","7917"
"28.07.2019 17:00 - 28.07.2019 17:15","7799","8001"
"28.07.2019 17:15 - 28.07.2019 17:30","7853","8025"
"28.07.2019 17:30 - 28.07.2019 17:45","7998","8172"
"28.07.2019 17:45 - 28.07.2019 18:00","8063","8125"
"28.07.2019 18:00 - 28.07.2019 18:15","8095","8189"
"28.07.2019 18:15 - 28.07.2019 18:30","8126","8217"
"28.07.2019 18:30 - 28.07.2019 18:45","8094","8312"
"28.07.2019 18:45 - 28.07.2019 19:00","8130","8450"
"28.07.2019 19:00 - 28.07.2019 19:15","8188","8390"
"28.07.2019 19:15 - 28.07.2019 19:30","8212","8303"
"28.07.2019 19:30 - 28.07.2019 19:45","8184","8322"
"28.07.2019 19:45 - 28.07.2019 20:00","8160","8383"
"28.07.2019 20:00 - 28.07.2019 20:15","8227","8336"
"28.07.2019 20:15 - 28.07.2019 20:30","8232","8276"
"28.07.2019 20:30 - 28.07.2019 20:45","8209","8179"
"28.07.2019 20:45 - 28.07.2019 21:00","8225","8079"
"28.07.2019 21:00 - 28.07.2019 21:15","8277","8005"
"28.07.2019 21:15 - 28.07.2019 21:30","8253","7946"
"28.07.2019 21:30 - 28.07.2019 21:45","8287","7990"
"28.07.2019 21:45 - 28.07.2019 22:00","8285","8080"
"28.07.2019 22:00 - 28.07.2019 22:15","8315","8213"
"28.07.2019 22:15 - 28.07.2019 22:30","8366","8191"
"28.07.2019 22:30 - 28.07.2019 22:45","8372","8093"
"28.07.2019 22:45 - 28.07.2019 23:00","8263","8065"
"28.07.2019 23:00 - 28.07.2019 23:15","8149","7983"
"28.07.2019 23:15 - 28.07.2019 23:30","8082","7992"
"28.07.2019 23:30 - 28.07.2019 23:45","7948","7887"
"28.07.2019 23:45 - 29.07.2019 00:00","7801","7688"
"29.07.2019 00:00 - 29.07.2019 00:15","7624","7648"
"29.07.2019 00:15 - 29.07.2019 00:30","7534","7556"
"29.07.2019 00:30 - 29.07.2019 00:45","7494","7441"
"29.07.2019 00:45 - 29.07.2019 01:00","7460","7327"
"29.07.2019 01:00 - 29.07.2019 01:15","7277","7319"
"29.07.2019 01:15 - 29.07.2019 01:30","7162","7247"
"29.07.2019 01:30 - 29.07.2019 01:45","7198","7120"
"29.07.2019 01:45 - 29.07.2019 02:00","7128","7143"
"29.07.2019 02:00 - 29.07.2019 02:15","7088","7124"
"29.07.2019 02:15 - 29.07.2019 02:30","7034","7118"
"29.07.2019 02:30 - 29.07.2019 02:45","6962","7109"
"29.07.2019 02:45 - 29.07.2019 03:00","6998","7049"
"29.07.2019 03:00 - 29.07.2019 03:15","7033","6978"
"29.07.2019 03:15 - 29.07.2019 03:30","7020","6919"
"29.07.2019 03:30 - 29.07.2019 03:45","7003","6941"
"29.07.2019 03:45 - 29.07.2019 04:00","6999","6958"
"29.07.2019 04:00 - 29.07.2019 04:15","7134","6949"
"29.07.2019 04:15 - 29.07.2019 04:30","7197","6946"
"29.07.2019 04:30 - 29.07.2019 04:45","7230","7031"
"29.07.2019 04:45 - 29.07.2019 05:00","7266","7093"
"29.07.2019 05:00 - 29.07.2019 05:15","7395","7204"
"29.07.2019 05:15 - 29.07.2019 05:30","7404","7257"
"29.07.2019 05:30 - 29.07.2019 05:45","7476","7318"
"29.07.2019 05:45 - 29.07.2019 06:00","7566","7304"
"29.07.2019 06:00 - 29.07.2019 06:15","7647","7386"
"29.07.2019 06:15 - 29.07.2019 06:30","7887","7543"
"29.07.2019 06:30 - 29.07.2019 06:45","8014","7715"
"29.07.2019 06:45 - 29.07.2019 07:00","8168","7851"
"29.07.2019 07:00 - 29.07.2019 07:15","8358","8036"
"29.07.2019 07:15 - 29.07.2019 07:30","8495","8173"
"29.07.2019 07:30 - 29.07.2019 07:45","8664","8291"
"29.07.2019 07:45 - 29.07.2019 08:00","8799","8441"
"29.07.2019 08:00 - 29.07.2019 08:15","9031","8728"
"29.07.2019 08:15 - 29.07.2019 08:30","9161","8828"
"29.07.2019 08:30 - 29.07.2019 08:45","9216","8943"
"29.07.2019 08:45 - 29.07.2019 09:00","9262","9040"
"29.07.2019 09:00 - 29.07.2019 09:15","9516","9117"
"29.07.2019 09:15 - 29.07.2019 09:30","9542","9179"
"29.07.2019 09:30 - 29.07.2019 09:45","9649","9311"
"29.07.2019 09:45 - 29.07.2019 10:00","9712","9316"
"29.07.2019 10:00 - 29.07.2019 10:15","9680","9292"
"29.07.2019 10:15 - 29.07.2019 10:30","9684","9275"
"29.07.2019 10:30 - 29.07.2019 10:45","9763","9320"
"29.07.2019 10:45 - 29.07.2019 11:00","9736","9373"
"29.07.2019 11:00 - 29.07.2019 11:15","9794","9394"
"29.07.2019 11:15 - 29.07.2019 11:30","9796","9365"
"29.07.2019 11:30 - 29.07.2019 11:45","9855","9447"
"29.07.2019 11:45 - 29.07.2019 12:00","9881","9440"
"29.07.2019 12:00 - 29.07.2019 12:15","9833","9375"
"29.07.2019 12:15 - 29.07.2019 12:30","9795","9311"
"29.07.2019 12:30 - 29.07.2019 12:45","9808","9297"
"29.07.2019 12:45 - 29.07.2019 13:00","9746","9298"
"29.07.2019 13:00 - 29.07.2019 13:15","9785","9340"
"29.07.2019 13:15 - 29.07.2019 13:30","9762","9272"
"29.07.2019 13:30 - 29.07.2019 13:45","9740","9225"
"29.07.2019 13:45 - 29.07.2019 14:00","9684","9200"
"29.07.2019 14:00 - 29.07.2019 14:15","9668","9255"
"29.07.2019 14:15 - 29.07.2019 14:30","9617","9161"
"29.07.2019 14:30 - 29.07.2019 14:45","9572","9128"
"29.07.2019 14:45 - 29.07.2019 15:00","9585","9175"
"29.07.2019 15:00 - 29.07.2019 15:15","9642","9213"
"29.07.2019 15:15 - 29.07.2019 15:30","9611","9128"
"29.07.2019 15:30 - 29.07.2019 15:45","9636","9186"
"29.07.2019 15:45 - 29.07.2019 16:00","9625","9178"
"29.07.2019 16:00 - 29.07.2019 16:15","9694","9087"
"29.07.2019 16:15 - 29.07.2019 16:30","9678","9082"
"29.07.2019 16:30 - 29.07.2019 16:45","9700","9135"
"29.07.2019 16:45 - 29.07.2019 17:00","9778","9153"
"29.07.2019 17:00 - 29.07.2019 17:15","9845","9250"
"29.07.2019 17:15 - 29.07.2019 17:30","9875","9315"
"29.07.2019 17:30 - 29.07.2019 17:45","9911","9424"
"29.07.2019 17:45 - 29.07.2019 18:00","9973","9479"
"29.07.2019 18:00 - 29.07.2019 18:15","9956","9452"
"29.07.2019 18:15 - 29.07.2019 18:30","9928","9435"
"29.07.2019 18:30 - 29.07.2019 18:45","9887","9452"
"29.07.2019 18:45 - 29.07.2019 19:00","9839","9423"
"29.07.2019 19:00 - 29.07.2019 19:15","9709","9374"
"29.07.2019 19:15 - 29.07.2019 19:30","9645","9311"
"29.07.2019 19:30 - 29.07.2019 19:45","9610","9242"
"29.07.2019 19:45 - 29.07.2019 20:00","9551","9141"
"29.07.2019 20:00 - 29.07.2019 20:15","9480","8977"
"29.07.2019 20:15 - 29.07.2019 20:30","9379","8922"
"29.07.2019 20:30 - 29.07.2019 20:45","9300","8898"
"29.07.2019 20:45 - 29.07.2019 21:00","9177","8837"
"29.07.2019 21:00 - 29.07.2019 21:15","9203","8736"
"29.07.2019 21:15 - 29.07.2019 21:30","9186","8771"
"29.07.2019 21:30 - 29.07.2019 21:45","9130","8755"
"29.07.2019 21:45 - 29.07.2019 22:00","9143","8888"
"29.07.2019 22:00 - 29.07.2019 22:15","9305","8980"
"29.07.2019 22:15 - 29.07.2019 22:30","9411","9025"
"29.07.2019 22:30 - 29.07.2019 22:45","9406","8946"
"29.07.2019 22:45 - 29.07.2019 23:00","9365","8748"
"29.07.2019 23:00 - 29.07.2019 23:15","9166","8602"
"29.07.2019 23:15 - 29.07.2019 23:30","9071","8479"
"29.07.2019 23:30 - 29.07.2019 23:45","8874","8253"
"29.07.2019 23:45 - 30.07.2019 00:00","8752","8051"
"30.07.2019 00:00 - 30.07.2019 00:15","7849","7883"
"30.07.2019 00:15 - 30.07.2019 00:30","7728","7808"
"30.07.2019 00:30 - 30.07.2019 00:45","7698","7622"
"30.07.2019 00:45 - 30.07.2019 01:00","7593","7588"
"30.07.2019 01:00 - 30.07.2019 01:15","7698","7463"
"30.07.2019 01:15 - 30.07.2019 01:30","7607","7445"
"30.07.2019 01:30 - 30.07.2019 01:45","7536","7362"
"30.07.2019 01:45 - 30.07.2019 02:00","7498","7312"
"30.07.2019 02:00 - 30.07.2019 02:15","6930","7280"
"30.07.2019 02:15 - 30.07.2019 02:30","6912","7280"
"30.07.2019 02:30 - 30.07.2019 02:45","6899","7259"
"30.07.2019 02:45 - 30.07.2019 03:00","6878","7159"
"30.07.2019 03:00 - 30.07.2019 03:15","6967","7163"
"30.07.2019 03:15 - 30.07.2019 03:30","6936","7043"
"30.07.2019 03:30 - 30.07.2019 03:45","6932","6965"
"30.07.2019 03:45 - 30.07.2019 04:00","6915","7029"
"30.07.2019 04:00 - 30.07.2019 04:15","7021","7048"
"30.07.2019 04:15 - 30.07.2019 04:30","7049","7033"
"30.07.2019 04:30 - 30.07.2019 04:45","7057","7043"
"30.07.2019 04:45 - 30.07.2019 05:00","7101","7089"
"30.07.2019 05:00 - 30.07.2019 05:15","7392","7226"
"30.07.2019 05:15 - 30.07.2019 05:30","7422","7328"
"30.07.2019 05:30 - 30.07.2019 05:45","7417","7410"
"30.07.2019 05:45 - 30.07.2019 06:00","7439","7457"
"30.07.2019 06:00 - 30.07.2019 06:15","7793","7643"
"30.07.2019 06:15 - 30.07.2019 06:30","8002","7909"
"30.07.2019 06:30 - 30.07.2019 06:45","8191","8201"
"30.07.2019 06:45 - 30.07.2019 07:00","8354","8322"
"30.07.2019 07:00 - 30.07.2019 07:15","8621","8450"
"30.07.2019 07:15 - 30.07.2019 07:30","8808","8595"
"30.07.2019 07:30 - 30.07.2019 07:45","9019","8784"
"30.07.2019 07:45 - 30.07.2019 08:00","9126","8942"
"30.07.2019 08:00 - 30.07.2019 08:15","9410","9142"
"30.07.2019 08:15 - 30.07.2019 08:30","9493","9134"
"30.07.2019 08:30 - 30.07.2019 08:45","9530","9133"
"30.07.2019 08:45 - 30.07.2019 09:00","9567","9247"
"30.07.2019 09:00 - 30.07.2019 09:15","9719","9402"
"30.07.2019 09:15 - 30.07.2019 09:30","9791","9366"
